,Unnamed: 0,type
830,830,Rum
831,831,Whisky
832,832,Gin
833,833,Brandy
834,834,Rum
835,835,Wine
836,836,Gin
837,837,Whisky
838,838,Whisky
839,839,Liqueur
840,840,Mezcal
841,841,Wine
842,842,Gin
843,843,Spirits
844,844,Mezcal
845,845,Brandy
846,846,Tequila
847,847,Rum
848,848,Whisky
849,849,Tequila
850,850,Gin
851,851,Gin
852,852,Gin
853,853,Gin
854,854,Rum
855,855,Whisky
856,856,Whisky
857,857,Gin
858,858,Liqueur
859,859,Whisky
860,860,Brandy
861,861,Liqueur
862,862,Rum
863,863,Rum
864,864,Rum
865,865,Brandy
866,866,Whisky
867,867,Wine
868,868,Gin
869,869,Whisky
870,870,Mezcal
871,871,Whisky
872,872,Rum
873,873,Spirits
874,874,Vodka
875,875,Whisky
876,876,Tequila
877,877,Brandy
878,878,Whisky
879,879,Tequila
880,880,Liqueur
881,881,Vodka
882,882,Beer
883,883,Liqueur
884,884,Wine
885,885,Wine
886,886,Whisky
887,887,Gin
888,888,Rum
889,889,Rum
890,890,Liqueur
891,891,Gin
892,892,Whisky
893,893,Rum
894,894,Gin
895,895,Whisky
896,896,Whisky
897,897,Whisky
898,898,Brandy
899,899,Beer
900,900,Whisky
901,901,Gin
902,902,Rum
903,903,Whisky
904,904,Whisky
905,905,Whisky
906,906,Spirits
907,907,Whisky
908,908,Gin
909,909,Rum
910,910,Gin
911,911,Mezcal
912,912,Rum
913,913,Tequila
914,914,Gin
915,915,Gin
916,916,Liqueur
917,917,Wine
918,918,Rum
919,919,Rum
920,920,Whisky
921,921,Gin
922,922,Whisky
923,923,Vodka
924,924,Liqueur
925,925,Liqueur
926,926,Liqueur
927,927,Gin
928,928,Rum
929,929,Gin
930,930,Rum
931,931,Liqueur
932,932,Gin
933,933,Whisky
934,934,Gin
935,935,Gin
936,936,Beer
937,937,Whisky
938,938,Vodka
939,939,Mezcal
940,940,Wine
941,941,Brandy
942,942,Whisky
943,943,Wine
944,944,Gin
945,945,Whisky
946,946,Tequila
947,947,Rum
948,948,Whisky
949,949,Gin
950,950,Tequila
951,951,Liqueur
952,952,Tequila
953,953,Wine
954,954,Brandy
955,955,Tequila
956,956,Gin
957,957,Whisky
958,958,Tequila
959,959,Rum
960,960,Spirits
961,961,Whisky
962,962,Whisky
963,963,Whisky
964,964,Gin
965,965,Whisky
966,966,Gin
967,967,Whisky
968,968,Gin
969,969,Gin
970,970,Tequila
971,971,Liqueur
972,972,Gin
973,973,Liqueur
974,974,Wine
975,975,Liqueur
976,976,Rum
977,977,Rum
978,978,Gin
979,979,Gin
980,980,Rum
981,981,Tequila
982,982,Vodka
983,983,Rum
984,984,Liqueur
985,985,Liqueur
986,986,Rum
987,987,Gin
988,988,Brandy
989,989,Brandy
990,990,Liqueur
991,991,Liqueur
992,992,Whisky
993,993,Brandy
994,994,Whisky
995,995,Brandy
996,996,Mezcal
997,997,Gin
998,998,Whisky
999,999,Whisky
1000,1000,Whisky
1001,1001,Liqueur
1002,1002,Whisky
1003,1003,Wine
1004,1004,Liqueur
1005,1005,Rum
1006,1006,Gin
1007,1007,Whisky
1008,1008,Liqueur
1009,1009,Whisky
1010,1010,Wine
1011,1011,Liqueur
1012,1012,Wine
1013,1013,Spirits
1014,1014,Whisky
1015,1015,Brandy
1016,1016,Liqueur
1017,1017,Wine
1018,1018,Whisky
1019,1019,Whisky
1020,1020,Brandy
1021,1021,Wine
1022,1022,Liqueur
1023,1023,Gin
1024,1024,Whisky
1025,1025,Liqueur
1026,1026,Mezcal
1027,1027,Mezcal
1028,1028,Rum
1029,1029,Vodka
1030,1030,Mezcal
1031,1031,Liqueur
1032,1032,Rum
1033,1033,Rum
1034,1034,Whisky
1035,1035,Whisky
1036,1036,Gin
1037,1037,Spirits
1038,1038,Mezcal
1039,1039,Vodka
1040,1040,Whisky
1041,1041,Brandy
1042,1042,Whisky
1043,1043,Whisky
1044,1044,Gin
1045,1045,Gin
1046,1046,Whisky
1047,1047,Vodka
1048,1048,Gin
1049,1049,Spirits
1050,1050,Whisky
1051,1051,Whisky
1052,1052,Mezcal
1053,1053,Brandy
1054,1054,Spirits
1055,1055,Whisky
1056,1056,Rum
1057,1057,Liqueur
1058,1058,Whisky
1059,1059,Gin
1060,1060,Wine
1061,1061,Rum
1062,1062,Gin
1063,1063,Whisky
1064,1064,Whisky
1065,1065,Whisky
1066,1066,Spirits
1067,1067,Tequila
1068,1068,Whisky
1069,1069,Wine
1070,1070,Liqueur
1071,1071,Liqueur
1072,1072,Liqueur
1073,1073,Spirits
1074,1074,Gin
1075,1075,Whisky
1076,1076,Rum
1077,1077,Rum
1078,1078,Whisky
1079,1079,Rum
1080,1080,Rum
1081,1081,Rum
1082,1082,Whisky
1083,1083,Wine
1084,1084,Whisky
1085,1085,Mezcal
1086,1086,Whisky
1087,1087,Gin
1088,1088,Rum
1089,1089,Whisky
1090,1090,Gin
1091,1091,Brandy
1092,1092,Rum
1093,1093,Tequila
1094,1094,Liqueur
1095,1095,Gin
1096,1096,Gin
1097,1097,Gin
1098,1098,Liqueur
1099,1099,Whisky
1100,1100,Whisky
1101,1101,Gin
1102,1102,Mezcal
1103,1103,Gin
1104,1104,Whisky
1105,1105,Whisky
1106,1106,Gin
1107,1107,Brandy
1108,1108,Liqueur
1109,1109,Liqueur
1110,1110,Whisky
1111,1111,Brandy
1112,1112,Brandy
1113,1113,Tequila
1114,1114,Mezcal
1115,1115,Mezcal
1116,1116,Mezcal
1117,1117,Liqueur
1118,1118,Whisky
1119,1119,Whisky
1120,1120,Whisky
1121,1121,Wine
1122,1122,Mezcal
1123,1123,Gin
1124,1124,Whisky
1125,1125,Rum
1126,1126,Gin
1127,1127,Rum
1128,1128,Rum
1129,1129,Vodka
1130,1130,Vodka
1131,1131,Liqueur
1132,1132,Vodka
1133,1133,Vodka
1134,1134,Whisky
1135,1135,Rum
1136,1136,Mezcal
1137,1137,Rum
1138,1138,Vodka
1139,1139,Rum
1140,1140,Rum
1141,1141,Rum
1142,1142,Rum
1143,1143,Rum
1144,1144,Rum
1145,1145,Mezcal
1146,1146,Vodka
1147,1147,Rum
1148,1148,Rum
1149,1149,Vodka
1150,1150,Gin
1151,1151,Gin
1152,1152,Gin
1153,1153,Rum
1154,1154,Rum
1155,1155,Rum
1156,1156,Liqueur
1157,1157,Rum
1158,1158,Tequila
1159,1159,Tequila
1160,1160,Mezcal
1161,1161,Rum
1162,1162,Tequila
1163,1163,Tequila
1164,1164,Tequila
1165,1165,Rum
1166,1166,Rum
1167,1167,Rum
1168,1168,Rum
1169,1169,Rum
1170,1170,Whisky
1171,1171,Gin
1172,1172,Rum
1173,1173,Rum
1174,1174,Gin
1175,1175,Rum
1176,1176,Tequila
1177,1177,Gin
1178,1178,Rum
1179,1179,Rum
1180,1180,Rum
1181,1181,Whisky
1182,1182,Beer
1183,1183,Mezcal
1184,1184,Liqueur
1185,1185,Wine
1186,1186,Brandy
1187,1187,Rum
1188,1188,Whisky
1189,1189,Whisky
1190,1190,Whisky
1191,1191,Whisky
1192,1192,Gin
1193,1193,Mezcal
1194,1194,Whisky
1195,1195,Whisky
1196,1196,Mezcal
1197,1197,Gin
1198,1198,Liqueur
1199,1199,Rum
1200,1200,Whisky
1201,1201,Whisky
1202,1202,Whisky
1203,1203,Mezcal
1204,1204,Mezcal
1205,1205,Tequila
1206,1206,Liqueur
1207,1207,Tequila
1208,1208,Whisky
1209,1209,Rum
1210,1210,Whisky
1211,1211,Vodka
1212,1212,Whisky
1213,1213,Wine
1214,1214,Rum
1215,1215,Tequila
1216,1216,Rum
1217,1217,Wine
1218,1218,Liqueur
1219,1219,Wine
1220,1220,Gin
1221,1221,Rum
1222,1222,Gin
1223,1223,Gin
1224,1224,Gin
1225,1225,Brandy
1226,1226,Gin
1227,1227,Whisky
1228,1228,Whisky
1229,1229,Whisky
1230,1230,Vodka
1231,1231,Vodka
1232,1232,Gin
1233,1233,Gin
1234,1234,Wine
1235,1235,Gin
1236,1236,Gin
1237,1237,Gin
1238,1238,Gin
1239,1239,Gin
1240,1240,Gin
1241,1241,Gin
1242,1242,Gin
1243,1243,Gin
1244,1244,Vodka
1245,1245,Gin
1246,1246,Vodka
1247,1247,Rum
1248,1248,Whisky
1249,1249,Whisky
1250,1250,Vodka
1251,1251,Whisky
1252,1252,Tequila
1253,1253,Gin
1254,1254,Whisky
1255,1255,Vodka
1256,1256,Whisky
1257,1257,Whisky
1258,1258,Rum
1259,1259,Gin
1260,1260,Whisky
1261,1261,Liqueur
1262,1262,Whisky
1263,1263,Gin
1264,1264,Whisky
1265,1265,Vodka
1266,1266,Vodka
1267,1267,Brandy
1268,1268,Gin
1269,1269,Gin
1270,1270,Tequila
1271,1271,Gin
1272,1272,Gin
1273,1273,Gin
1274,1274,Gin
1275,1275,Vodka
1276,1276,Whisky
1277,1277,Gin
1278,1278,Vodka
1279,1279,Vodka
1280,1280,Brandy
1281,1281,Rum
1282,1282,Whisky
1283,1283,Whisky
1284,1284,Whisky
1285,1285,Liqueur
1286,1286,Vodka
1287,1287,Vodka
1288,1288,Liqueur
1289,1289,Rum
1290,1290,Gin
1291,1291,Gin
1292,1292,Rum
1293,1293,Rum
1294,1294,Rum
1295,1295,Tequila
1296,1296,Tequila
1297,1297,Tequila
1298,1298,Tequila
1299,1299,Vodka
1300,1300,Vodka
1301,1301,Vodka
1302,1302,Vodka
1303,1303,Whisky
1304,1304,Whisky
1305,1305,Whisky
1306,1306,Whisky
1307,1307,Whisky
1308,1308,Whisky
1309,1309,Whisky
1310,1310,Rum
1311,1311,Mezcal
1312,1312,Whisky
1313,1313,Mezcal
1314,1314,Spirits
1315,1315,Liqueur
1316,1316,Gin
1317,1317,Whisky
1318,1318,Whisky
1319,1319,Whisky
1320,1320,Tequila
1321,1321,Mezcal
1322,1322,Tequila
1323,1323,Liqueur
1324,1324,Whisky
1325,1325,Whisky
1326,1326,Rum
1327,1327,Whisky
1328,1328,Liqueur
1329,1329,Whisky
1330,1330,Rum
1331,1331,Gin
1332,1332,Liqueur
1333,1333,Gin
1334,1334,Rum
1335,1335,Rum
1336,1336,Mezcal
1337,1337,Whisky
1338,1338,Tequila
1339,1339,Rum
1340,1340,Rum
1341,1341,Mezcal
1342,1342,Rum
1343,1343,Whisky
1344,1344,Rum
1345,1345,Gin
1346,1346,Mezcal
1347,1347,Mezcal
1348,1348,Mezcal
1349,1349,Mezcal
1350,1350,Mezcal
1351,1351,Mezcal
1352,1352,Whisky
1353,1353,Gin
1354,1354,Gin
1355,1355,Liqueur
1356,1356,Rum
1357,1357,Rum
1358,1358,Rum
1359,1359,Rum
1360,1360,Rum
1361,1361,Rum
1362,1362,Rum
1363,1363,Rum
1364,1364,Vodka
1365,1365,Liqueur
1366,1366,Rum
1367,1367,Rum
1368,1368,Rum
1369,1369,Liqueur
1370,1370,Rum
1371,1371,Rum
1372,1372,Brandy
1373,1373,Rum
1374,1374,Liqueur
1375,1375,Brandy
1376,1376,Rum
1377,1377,Rum
1378,1378,Rum
1379,1379,Rum
1380,1380,Rum
1381,1381,Rum
1382,1382,Rum
1383,1383,Rum
1384,1384,Rum
1385,1385,Rum
1386,1386,Rum
1387,1387,Rum
1388,1388,Liqueur
1389,1389,Rum
1390,1390,Rum
1391,1391,Rum
1392,1392,Rum
1393,1393,Rum
1394,1394,Rum
1395,1395,Rum
1396,1396,Rum
1397,1397,Liqueur
1398,1398,Rum
1399,1399,Rum
1400,1400,Rum
1401,1401,Liqueur
1402,1402,Rum
1403,1403,Rum
1404,1404,Liqueur
1405,1405,Rum
1406,1406,Liqueur
1407,1407,Rum
1408,1408,Rum
1409,1409,Rum
1410,1410,Rum
1411,1411,Rum
1412,1412,Brandy
1413,1413,Rum
1414,1414,Rum
1415,1415,Rum
1416,1416,Rum
1417,1417,Rum
1418,1418,Rum
1419,1419,Rum
1420,1420,Rum
1421,1421,Rum
1422,1422,Rum
1423,1423,Rum
1424,1424,Rum
1425,1425,Rum
1426,1426,Rum
1427,1427,Rum
1428,1428,Rum
1429,1429,Rum
1430,1430,Rum
1431,1431,Rum
1432,1432,Rum
1433,1433,Rum
1434,1434,Rum
1435,1435,Liqueur
1436,1436,Liqueur
1437,1437,Liqueur
1438,1438,Rum
1439,1439,Rum
1440,1440,Rum
1441,1441,Rum
1442,1442,Rum
1443,1443,Tequila
1444,1444,Rum
1445,1445,Rum
1446,1446,Rum
1447,1447,Rum
1448,1448,Rum
1449,1449,Rum
1450,1450,Rum
1451,1451,Rum
1452,1452,Rum
1453,1453,Rum
1454,1454,Liqueur
1455,1455,Rum
1456,1456,Liqueur
1457,1457,Rum
1458,1458,Rum
1459,1459,Liqueur
1460,1460,Rum
1461,1461,Rum
1462,1462,Rum
1463,1463,Liqueur
1464,1464,Liqueur
1465,1465,Liqueur
1466,1466,Rum
1467,1467,Liqueur
1468,1468,Rum
1469,1469,Rum
1470,1470,Rum
1471,1471,Rum
1472,1472,Liqueur
1473,1473,Rum
1474,1474,Rum
1475,1475,Rum
1476,1476,Rum
1477,1477,Rum
1478,1478,Rum
1479,1479,Rum
1480,1480,Liqueur
1481,1481,Rum
1482,1482,Rum
1483,1483,Rum
1484,1484,Rum
1485,1485,Rum
1486,1486,Rum
1487,1487,Brandy
1488,1488,Rum
1489,1489,Rum
1490,1490,Liqueur
1491,1491,Liqueur
1492,1492,Rum
1493,1493,Liqueur
